restaurant_name,restaurant_url,restaurant_link,original_location,country,region,province,city,address,vegetarian_friendly,vegan_options,gluten_free,cuisines,popularity_detailed,popularity_generic,price_level,price_range,avg_rating,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords
Aroma,https://www.tripadvisor.co.uk/Restaurant_Review-g2365649-d4928868,g2365649-d4928868,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""New Malden""]",England,Greater London,,New Malden,"95 Kingston Road, New Malden KT3 3PA England",false,false,false,"Fast food, Middle Eastern, Lebanese, Mediterranean, Turkish",#28 of 56 Restaurants in New Malden,#32 of 72 places to eat in New Malden,€,€14-€69,4,38,11,3,5,7,4,4,4,,"salad, bread, kebab shop, big portions, fantastic food"
Aroma Indian Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d1401877,g580427-d1401877,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"55 High Street, Romford RM1 1JL England",true,true,false,"Indian, Asian, Balti",#14 of 194 Restaurants in Romford,#15 of 268 places to eat in Romford,€€-€€€,€25-€42,4.5,103,32,8,3,12,4.5,5,4.5,4.5,"curry, naan, starters and mains, rice, prawns"
Arte Chef,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d6888658,g191301-d6888658,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"58 Church Road Barnes, Richmond SW13 0DQ England",true,true,true,"Italian, Pizza, Cafe, Mediterranean, European",#62 of 117 Restaurants in Richmond,#116 of 280 places to eat in Richmond,€€-€€€,,4.5,35,13,3,1,5,4.5,4,4.5,4.5,
Arte Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g580413-d12621316,g580413-d12621316,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Enfield""]",England,Greater London,,Enfield,"129 Chase Side, Enfield EN2 6NN England",true,true,true,"Italian, Pizza, Mediterranean, Central-Italian",#5 of 133 Restaurants in Enfield,#5 of 200 places to eat in Enfield,€€-€€€,,4.5,58,11,2,0,2,4.5,4.5,4.5,,"tiramisu, pizza, great pasta, family run italian restaurant, last night"
Arthur's Pizza,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d12842516,g528819-d12842516,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"The Green, Twickenham TW2 5AB England",true,true,true,"Italian, Pizza",#27 of 138 Restaurants in Twickenham,#27 of 174 places to eat in Twickenham,€€-€€€,,4.5,113,16,7,6,8,4.5,4.5,4.5,,"pizza, burrata, garlic bread, twickenham green, italian chef"
Asha Tandoori Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g191260-d2437549,g191260-d2437549,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hayes""]",England,Greater London,,Hayes,"60 Station Road, Hayes UB3 4DF England",true,false,false,"Indian, Asian, Balti, Eastern European",#17 of 84 Restaurants in Hayes,#17 of 101 places to eat in Hayes,€€-€€€,,4,39,24,8,2,4,4,4.5,4,3.5,
Ashers Africana,https://www.tripadvisor.co.uk/Restaurant_Review-g528820-d4067704,g528820-d4067704,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Wembley""]",England,Greater London,,Wembley,"224 Ealing Road, Wembley HA0 4QL England",true,true,false,"Indian, Asian",#8 of 157 Restaurants in Wembley,#8 of 206 places to eat in Wembley,€,,4.5,70,19,4,3,1,4.5,4,4.5,3.5,"thali, bhajia, curry, authentic gujarati food, ealing road"
Asia Spice,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d4913155,g580427-d4913155,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"62 Victoria Road, Romford RM1 2JH England",true,true,false,"Indian, Asian, Balti, Bangladeshi",#45 of 194 Restaurants in Romford,#52 of 268 places to eat in Romford,€€-€€€,,4.5,39,9,3,2,3,5,5,4.5,4.5,"curry, indian restaurant, arrived promptly, portion sizes, piping hot"
Asia Villa,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d13792744,g580427-d13792744,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"3 Station Parade, Victoria Road, Romford RM1 2JA England",true,true,false,"Asian, Thai, Burmese",#27 of 194 Restaurants in Romford,#32 of 268 places to eat in Romford,€€-€€€,,4.5,36,3,0,2,3,5,5,4.5,,"red curry, nasi goreng, excellent food, take away, takeaway"
Ask Italian - Kew,https://www.tripadvisor.co.uk/Restaurant_Review-g1466790-d1012815,g1466790-d1012815,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Kew""]",England,Greater London,Richmond,Kew,"85 Kew Green, Kew, Richmond TW9 3AH England",true,true,true,"Italian, Pizza",#10 of 21 Restaurants in Kew,#11 of 25 places to eat in Kew,€€-€€€,€8-€15,4,138,68,26,19,38,3.5,3.5,3.5,3,
Aspen Tree,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d3983275,g580427-d3983275,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"73 Gobions Avenue, Romford RM5 3SP England",true,true,true,"Bar, British, Pub",#6 of 40 Quick Bites in Romford,#49 of 268 places to eat in Romford,€€-€€€,,3.5,79,29,15,12,29,3.5,3.5,4,3.5,"fish and chips, burger, big plate, great pub grub, lovely lunch today"
Assos Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g3205121-d2189239,g3205121-d2189239,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Crayford""]",England,Greater London,,Crayford,"140 Crayford Road, Crayford DA1 4ES England",true,true,true,"Mediterranean, European, Turkish",#1 of 16 Restaurants in Crayford,#1 of 23 places to eat in Crayford,€€-€€€,€12-€35,4.5,276,72,30,9,10,4.5,4.5,4.5,4,"steak, mixed grill, mussels, prawn cocktail, baklava"
Atari ya,https://www.tripadvisor.co.uk/Restaurant_Review-g504175-d5262223,g504175-d5262223,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Kingston upon Thames""]",England,Greater London,,Kingston upon Thames,"44 Coombe Road, Kingston upon Thames KT2 7AF England",false,false,false,"Japanese, Sushi, Asian",#67 of 170 Restaurants in Kingston upon Thames,#115 of 365 places to eat in Kingston upon Thames,€€-€€€,€6-€23,4.5,50,7,1,0,3,4.5,4.5,4.5,3.5,
Atesh restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d12693156,g504167-d12693156,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"235-241 High Street, Croydon CR0 1QR England",true,true,false,"Mediterranean, Turkish, Middle Eastern",#76 of 340 Restaurants in Croydon,#93 of 490 places to eat in Croydon,€€-€€€,€3-€19,3.5,95,52,14,16,42,4,4,3.5,,"meze dishes, rice, lamb kebab, bread, turkish restaurant"
Atithi Indian Cuisine,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d2469604,g528819-d2469604,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"27 York Street, Twickenham TW1 3JZ England",true,true,false,"Indian, Asian",#24 of 138 Restaurants in Twickenham,#24 of 174 places to eat in Twickenham,€€-€€€,€17-€40,4.5,176,56,18,11,12,4.5,4.5,4,4,
Atlas Petts Wood Moroccan Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g12684006-d8541699,g12684006-d8541699,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Petts Wood""]",England,Greater London,,Petts Wood,"205 Petts Wood Road, Petts Wood BR5 1LA England",true,false,true,"Moroccan, Mediterranean",#2 of 7 Restaurants in Petts Wood,#2 of 8 places to eat in Petts Wood,€€-€€€,,4.5,59,12,0,4,0,4.5,4.5,4.5,,"couscous, lobster, king prawns, micro pub, food was lovely"
Augustina's Tearoom,https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d12283451,g7380842-d12283451,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Pinner""]",England,Greater London,,Pinner,"5 Barters Walk, Pinner HA5 5LU England",true,true,false,"Cafe, British",#1 of 5 Dessert Spots in Pinner,#13 of 75 places to eat in Pinner,€€-€€€,€3-€21,5,46,1,1,0,1,5,5,5,,"cakes, victoria sponge, cake stand, wonderful tea room, take away"
Autograf,https://www.tripadvisor.co.uk/Restaurant_Review-g12529169-d3174271,g12529169-d3174271,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Haringey"", ""Wood Green""]",England,Greater London,Haringey,Wood Green,"488 West Green Road N15 3DA, Wood Green, Haringey N15 3DA England",true,false,false,"Polish, European, Eastern European, Central European",#1 of 14 Restaurants in Wood Green,#2 of 20 places to eat in Wood Green,€,€5-€8,4.5,130,45,5,5,4,4.5,4.5,4.5,4,"stew, pork ribs, burger, small restaurant, tasty food"
Aviv Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d753814,g1646063-d753814,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"87-89 High Street, Edgware HA8 7DB England",true,false,false,"Mediterranean, Middle Eastern, Israeli",#10 of 78 Restaurants in Edgware,#10 of 96 places to eat in Edgware,€€-€€€,,4,71,53,29,13,9,4,3.5,4,4,"pitta breads, beef ribs, thai green curry, ice cream, kosher food"
Avocado & Lemon,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d15219456,g528819-d15219456,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"10 London Road, Twickenham TW1 3RR England",true,true,true,"Cafe, Mediterranean, European",#19 of 138 Restaurants in Twickenham,#19 of 174 places to eat in Twickenham,€€-€€€,€5-€16,5,55,8,1,2,0,5,5,5,,"brunch, pancakes, shakshuka, eggs royale, soup"
B&K Salt Beef Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g1646063-d1946997,g1646063-d1946997,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Edgware""]",England,Greater London,,Edgware,"11 Lanson House Whitchurch Lane Whitchuch Lane, Edgware HA8 6NL England",true,false,false,,#1 of 78 Restaurants in Edgware,#1 of 96 places to eat in Edgware,€€-€€€,,4.5,133,41,6,2,0,5,4.5,4.5,4.5,"salt beef sandwich, fish balls, tongue, latkes, rye bread"
B&K Salt Beef Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g7380842-d1899079,g7380842-d1899079,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Pinner""]",England,Greater London,,Pinner,"353 Uxbridge Road, Pinner HA5 4JN England",true,false,false,,#6 of 49 Restaurants in Pinner,#7 of 75 places to eat in Pinner,€€-€€€,,4.5,118,53,13,3,3,4.5,4.5,4.5,3.5,"salt beef sandwich, fish balls, latkes, soup, kreplach"
BNOVA Restaurant & Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g3952106-d8744211,g3952106-d8744211,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Stanmore""]",England,Greater London,,Stanmore,"865 Honeypot Lane, Stanmore HA7 1AR England",true,true,true,"Indian, Asian",#2 of 23 Restaurants in Stanmore,#2 of 31 places to eat in Stanmore,€€-€€€,€17-€35,4.5,116,32,10,7,10,4.5,4.5,4,,"amuse bouche, prawns, starters and mains, curry, lamb chops"
BUNNO,https://www.tripadvisor.co.uk/Restaurant_Review-g580427-d15851111,g580427-d15851111,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Romford""]",England,Greater London,,Romford,"14 South Street, Romford RM1 1RA England",true,true,false,"Italian, Cafe, European",#10 of 194 Restaurants in Romford,#11 of 268 places to eat in Romford,€€-€€€,€3-€10,4.5,56,6,0,2,3,4.5,4.5,4.5,,"fresh pasta, drunken chicken, bucatini, tiramisu, pizza"
Bacco,https://www.tripadvisor.co.uk/Restaurant_Review-g191301-d1571801,g191301-d1571801,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond""]",England,Greater London,,Richmond,"39-41 Kew Road, Richmond TW9 2NQ England",true,true,true,Italian,#25 of 117 Restaurants in Richmond,#46 of 280 places to eat in Richmond,€€-€€€,€29-€115,4,203,90,36,24,16,4,4,4,4,"pasta, tiramisu, monkfish, sea bass, beef"
Bagattis,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d1020433,g504167-d1020433,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"56-58 South End, Croydon CR0 1DP England",true,true,true,Italian,#8 of 340 Restaurants in Croydon,#9 of 490 places to eat in Croydon,€€-€€€,€23-€35,4.5,390,160,54,23,15,4.5,4.5,4,4,"pasta, lamb shank, tiramisu, sea bass, prawns"
Ballaro,https://www.tripadvisor.co.uk/Restaurant_Review-g528819-d11889212,g528819-d11889212,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Twickenham""]",England,Greater London,,Twickenham,"34 Heath Road, Twickenham TW1 4BZ England",true,true,true,"Italian, Pizza, Mediterranean, European, Sicilian, Southern-Italian",#11 of 138 Restaurants in Twickenham,#11 of 174 places to eat in Twickenham,€€-€€€,,4.5,121,33,16,7,2,4.5,4.5,4,,"pizza, calamari, salsiccia, cannoli, steak"
Ballot Box Hungry Horse,https://www.tripadvisor.co.uk/Restaurant_Review-g580416-d10232665,g580416-d10232665,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Ealing"", ""Greenford""]",England,Greater London,Ealing,Greenford,"Horsenden Lane North, Greenford, Ealing UB6 7QL England",false,true,true,"Bar, British, Grill, Pub",#2 of 3 Quick Bites in Greenford,#9 of 66 places to eat in Greenford,€€-€€€,€6-€15,3.5,91,32,20,17,29,4,4,4,4,"cod and chips, pie, burger, wacky warehouse, play area"
Ballucci,https://www.tripadvisor.co.uk/Restaurant_Review-g528814-d12976830,g528814-d12976830,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Isleworth""]",England,Greater London,Hounslow,Isleworth,"479 London Road, Isleworth, Hounslow TW7 4BX England",true,false,false,"British, Contemporary",#1 of 2 Coffee & Tea in Isleworth,#3 of 52 places to eat in Isleworth,€€-€€€,€2-€17,5,76,5,1,2,2,4.5,5,4.5,,"sandwiches, cake, coffee shop, great coffee, outside world"
Balti Cottage,https://www.tripadvisor.co.uk/Restaurant_Review-g2089670-d4332577,g2089670-d4332577,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Barking and Dagenham"", ""Dagenham""]",England,Greater London,Barking and Dagenham,Dagenham,"18-20 Goresbrook Road, Dagenham RM9 6UR England",false,false,false,"Indian, Asian, Balti",#25 of 67 Restaurants in Dagenham,#29 of 89 places to eat in Dagenham,€,,3.5,52,26,9,13,33,3.5,4,4,3.5,
Balti Hut,https://www.tripadvisor.co.uk/Restaurant_Review-g580418-d3136011,g580418-d3136011,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Harrow""]",England,Greater London,,Harrow,"435 Alexandra Avenue, Harrow HA2 9SE England",true,false,false,"Indian, Balti, Barbecue, Asian, Middle Eastern, Pakistani",#48 of 267 Restaurants in Harrow,#52 of 343 places to eat in Harrow,€,€4-€8,4,41,19,6,2,5,4.5,4.5,4.5,3.5,
Bamboo,https://www.tripadvisor.co.uk/Restaurant_Review-g1076982-d2037539,g1076982-d2037539,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Bexley""]",England,Greater London,,Bexley,"28 Bexley High Street, Bexley DA5 1AD England",true,false,false,"Chinese, Asian",#15 of 37 Restaurants in Bexley,#16 of 44 places to eat in Bexley,€€-€€€,,4,45,28,12,5,7,4,4,3.5,4,
Bamboo Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g7942219-d793251,g7942219-d793251,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Mitcham""]",England,Greater London,,Mitcham,"249 London Road, Mitcham CR4 3NH England",true,false,false,"Chinese, Asian",#3 of 20 Restaurants in Mitcham,#3 of 26 places to eat in Mitcham,€€-€€€,,4.5,67,15,5,2,1,4.5,4.5,4.5,4.5,"monkfish, chicken, sunday buffet lunch, love chinese food, excellent meal"
Banana Leaf,https://www.tripadvisor.co.uk/Restaurant_Review-g504167-d3404546,g504167-d3404546,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Croydon""]",England,Greater London,,Croydon,"7 Lower Addiscombe Road, Croydon CR0 6PQ England",true,true,true,"Indian, Asian",#44 of 340 Restaurants in Croydon,#57 of 490 places to eat in Croydon,€€-€€€,,4,59,49,8,9,14,4.5,4,4,3.5,"curry, masala dosa, prawns, south indian restaurant, polite service"
Banh Mi 108,https://www.tripadvisor.co.uk/Restaurant_Review-g673605-d6680164,g673605-d6680164,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Hounslow"", ""Feltham""]",England,Greater London,Hounslow,Feltham,"High Street, Feltham, Hounslow TW13 4HE England",true,true,true,"Asian, Vietnamese",#4 of 51 Restaurants in Feltham,#4 of 63 places to eat in Feltham,€,,4.5,68,29,8,2,3,4.5,4.5,4.5,3.5,"pho, spring rolls, baguette, beef pie, tofu"
Bank House Chislehurst,https://www.tripadvisor.co.uk/Restaurant_Review-g1637599-d18964771,g1637599-d18964771,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Chislehurst""]",England,Greater London,,Chislehurst,"11 High Street, Chislehurst BR7 5AB England",false,false,false,"Bar, British, Wine Bar",#19 of 35 Restaurants in Chislehurst,#19 of 42 places to eat in Chislehurst,€€-€€€,,4,44,11,9,11,5,4,4.5,3.5,,"buttermilk chicken, crab gratin, flourless chocolate cake, triple cooked chips, sea bream"
Bar + Block Steakhouse,https://www.tripadvisor.co.uk/Restaurant_Review-g504182-d19268721,g504182-d19268721,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Sutton""]",England,Greater London,,Sutton,"St. Nicholas Way, Sutton SM1 1AT England",false,false,false,"Steakhouse, Bar, British, Grill",#33 of 130 Restaurants in Sutton,#37 of 213 places to eat in Sutton,€€-€€€,€12-€29,3.5,77,19,7,8,33,4,3.5,4,,"steak, churros, sundae, scallops, pudding"
Bar Estilo,https://www.tripadvisor.co.uk/Restaurant_Review-g528818-d886721,g528818-d886721,"[""Europe"", ""United Kingdom (UK)"", ""England"", ""Greater London"", ""Richmond"", ""Teddington""]",England,Greater London,Richmond,Teddington,"44 Broad Street, Teddington, Richmond TW11 8QY England",true,true,true,"Bar, Mediterranean, Spanish",#8 of 51 Restaurants in Teddington,#8 of 66 places to eat in Teddington,€€-€€€,,4.5,245,118,45,15,20,4,4.5,4,4,"tapas, paella, churros, filo prawns, chicken quesadilla"
